recruiment_id,user_id,title_aspect,desc_aspect,company_aspect,poster_aspect,other_aspect,label,explanation
68169288,6,positive,positive,positive,neutral,positive,clean,"Thông tin đầy đủ, rõ ràng."
64679984,6,negative,negative,negative,neutral,positive,warning,"Tiêu đề công việc gấp gáp, hối thúc. Nhiều hứa hẹn về lợi ích.
Công ty mạo danh, không xác thực (Hoàng Phúc ở Gò Vấp là công ty xây dựng)
Mức lương không nhất quán."
68855018,6,positive,positive,positive,not_mentioned,positive,clean,"Thông tin đầy đủ, rõ ràng."
68455421,6,positive,negative,negative,neutral,negative,warning,"Mức lương không rõ ràng, hứa hẹn. Body quá ngắn, mơ hồ."
68815340,6,positive,positive,negative,not_mentioned,positive,seeding,Benefit có du lịch. Tên công ty là tên cá nhân.
34380155,6,positive,negative,negative,neutral,negative,warning,Description có sai chính tả. Nơi làm việc và mức lương không nhất quán.
68050467,6,positive,positive,neutral,neutral,positive,clean,"Thông tin đầy đủ, rõ ràng."
68899986,6,positive,positive,positive,neutral,positive,clean,"Thông tin đầy đủ, rõ ràng, nhất quán."
68837720,6,positive,negative,negative,neutral,positive,warning,Benefit không rõ ràng. Tên công ty không đúng.
68862748,10,neutral,positive,positive,positive,positive,clean,Thông tin đầy đủ
68169288,10,positive,positive,positive,neutral,positive,clean,Thông tin đầy đủ
64679984,10,negative,negative,negative,neutral,positive,warning,"Case gấp gáp, không rõ ràng tên shop"
68855018,10,positive,positive,positive,not_mentioned,positive,clean,Thông tin tuyển dụng đầy đủ
68455421,10,positive,negative,negative,neutral,negative,warning,Nội dung tuyển không rõ ràng
68815340,10,positive,positive,negative,not_mentioned,positive,seeding,"yêu cầu giữ giấy tờ, quyễn lợi: du lịch"
68764900,10,not_mentioned,positive,not_mentioned,neutral,negative,warning,"Các thông tin tuyển dụng không rõ ràng, thiếu công việc cụ thể"
64726806,10,negative,negative,not_mentioned,not_mentioned,positive,warning,Case tuyển dụng gấp gáp
68876505,10,positive,negative,positive,not_mentioned,negative,warning,"Tin tuyển dụng ngắn gọn, không đề cập lương, hợp đồng"
64247494,10,negative,negative,not_mentioned,neutral,positive,warning,"Case có lương trong tilte, case "
68865863,10,positive,positive,positive,neutral,negative,warning,không match lương
68882787,10,positive,positive,positive,not_mentioned,positive,clean,thông tin đầy đủ
68274290,10,negative,negative,positive,neutral,negative,warning,"Case gấp gáp, case BHYT"
68834280,10,positive,negative,positive,not_mentioned,positive,seeding,"liên quan đến BHYT, BHXH"
68892297,10,positive,positive,positive,not_mentioned,positive,clean,Thông tin đầy đủ
68848703,10,positive,positive,positive,not_mentioned,positive,clean,Thông tin đầy đủ
68475134,10,negative,negative,neutral,neutral,positive,warning,"Case có lương trong titlte, phúc lợi "
68703106,10,negative,negative,neutral,neutral,positive,warning,"Case gấp gáp, phúc lợi BHYT"
68823448,10,positive,negative,positive,not_mentioned,positive,warning,Thông tin sơ xài
68848034,10,positive,negative,positive,not_mentioned,positive,seeding,"Case ngắn gọn, phúc lợi nhiều"
68806239,10,positive,negative,negative,neutral,positive,seeding,"Case nhiều phúc lợi, hứa "
34380155,10,positive,not_mentioned,not_mentioned,neutral,negative,warning,Lương không match
68720279,10,negative,negative,not_mentioned,neutral,negative,warning,Không phải tin tuyển dụng
68880502,10,positive,positive,positive,neutral,positive,warning,Mức lương trả khôg phù hợp
68862748,7,positive,positive,positive,not_mentioned,positive,clean,"Tiêu đề, mô tả công việc đầy đủ, tên công ty hợp lệ và có thông tin về lương, hợp đồng, thời gian làm việc rõ ràng"
68169288,7,positive,positive,positive,neutral,positive,clean,"Thông tin tuyển dụng và tiêu đề khá đầy đủ và đúng đắn, tên công ty có tồn tại và có thông tin cụ thể về lương và thời gian làm việc"
64679984,7,negative,negative,negative,neutral,positive,warning,"Tên tiêu đề tuyển gấp gáp, phần thông tin tuyển dụng có nhiều hứa hẹn, tên công ty không xác thực"
68855018,7,positive,positive,positive,neutral,positive,clean,"Tiêu đề hợp lý, thông tin mô tả công việc đầy đủ"
68455421,7,positive,negative,negative,neutral,negative,warning,"Mô tả công việc mơ hồ, không có thời gian làm việc, yêu cầu kinh nghiệm và lương cụ thể"
68815340,7,positive,negative,negative,neutral,positive,seeding,Tên công ty không tồn tại
68764900,7,not_mentioned,positive,not_mentioned,neutral,negative,warning,"Không có tên công ty. Không có hợp đồng làm việc, lương, thời gian làm việc và kinh nghiệm cụ thể"
64726806,7,negative,negative,not_mentioned,not_mentioned,positive,warning,"Tiêu đề công việc hấp dẫn đi làm ngay, phần mô tả công việc có nhiều hứa hẹn"
68764900,6,not_mentioned,negative,not_mentioned,neutral,negative,warning,"Description quá ngắn gọn, mơ hồ. Không có mức lương rõ ràng, hình thức hợp đồng, hình thức trả lương."
68862748,9,positive,positive,positive,not_mentioned,positive,clean,Thông tin đầy đủ và công ty đã được xác thực
68169288,9,positive,positive,positive,neutral,positive,clean,"Thông tin công việc đầy đủ, công ty được xác nhận"
64726806,6,negative,negative,not_mentioned,not_mentioned,positive,warning,Đề cập nhiều khu vực làm việc nhưng không rõ ràng. Hình thức trả lương không nhất quán. Tiêu đề gấp gáp. Không có tên công ty.
68876505,6,positive,negative,positive,not_mentioned,negative,warning,Không rõ ràng về hợp đồng lao động. Không có mức lương.
64247494,6,negative,positive,positive,neutral,positive,warning,Tiêu đề chứa tiền lương. Hình thức trả lương không nhất quán. 
68865863,6,positive,positive,positive,neutral,negative,warning,Mức lương không nhất quán.
68882787,6,positive,positive,positive,not_mentioned,positive,clean,"Thông tin rõ ràng, nhất quán, đầy đủ."
68274290,6,negative,negative,positive,neutral,positive,warning,"Mức lương, độ tuổi không nhất quán. Tiêu đề gấp gáp. Quyền lợi có BHYT/BHXH."
68834280,6,positive,negative,positive,neutral,positive,seeding,"Quyền lợi là BHYT/BHXH. 
Có hứa hẹn."
68892297,6,positive,positive,positive,not_mentioned,positive,clean,"Thông tin đầy đủ, nhất quán, rõ ràng.
"
68848703,11,positive,positive,positive,not_mentioned,positive,clean,Thông tin cung cấp tương đối đầy đủ và minh bạch
68848703,6,positive,positive,positive,not_mentioned,positive,clean,"Thông tin đầy đủ, rõ ràng."
68876505,7,positive,negative,positive,not_mentioned,negative,warning,"Thông tin mô tả công việc mơ hồ, không rõ ràng, không có lương cụ thể"
64247494,7,negative,negative,not_mentioned,neutral,positive,warning,"Thông tin mô tả công việc có nhiều hứa hẹn về quyền lợi, tiêu đề công việc không nhất quán với nội dung bên dưới"
68475134,11,negative,positive,neutral,neutral,positive,warning,"Tiêu đề đề cập đến tiền lương. Ngoài ra BHYT, BHXH, BHTN là trách nhiệm của công ty theo quy định của nhà nước chứ không phải quyền lợi mà công ty cung cấp cho người lao động. Tên công ty không rõ ràng."
68865863,7,positive,negative,positive,not_mentioned,negative,warning,"Phần mô tả công việc có nhiều hứa hẹn về quyền lợi, mức lương trong hợp đồng khác so với mức lương trong phần mô tả"
68882787,7,positive,positive,positive,not_mentioned,positive,clean,"Thông tin mô tả công việc đầy đủ, tên công ty hợp lệ, có thông tin cụ thể về mức lương, giờ làm việc và hợp đồng "
68703106,11,negative,positive,neutral,neutral,positive,seeding,"Thông tin cung cấp tương đối đầy đủ, tuy nhiên tiêu đề công việc mang tính hối thúc, cũng như BHYT, BHXH, BHTN là trách nhiệm của công ty theo quy định pháp luật chứ không phải quyền lợi mà công ty cung cấp cho người lao động. Tên công ty không rõ ràng, khó để xác định chính xác."
68823448,11,positive,negative,positive,not_mentioned,positive,warning,"Thông tin khác cung cấp khá đầy đủ, tuy nhiên mô tả thiếu đi thời gian làm việc của người lao động"
68274290,7,negative,negative,positive,neutral,positive,warning,"Phần tiêu đề công việc hấp dẫn, mô tả công việc có nhiều hứa hẹn về quyền lợi, thông tin về mức lương không đồng nhất"
68834280,7,negative,negative,positive,not_mentioned,positive,seeding,"Phần tiêu đề công việc và công việc cụ thể không nhất quán, có nhiều hứa hẹn về quyền lợi trong đó có BHYT,BHXH"
68892297,7,positive,positive,positive,not_mentioned,positive,clean,Thông tin mô tả công việc đầy đủ
68848703,7,positive,positive,positive,not_mentioned,positive,clean,"Thông tin mô tả công việc đầy đủ về mức lương, thời gian làm việc, tên công ty hợp lệ"
68475134,7,negative,negative,neutral,neutral,positive,warning,"Thông tin tiêu đề công việc không nhất quán, có nhiều hứa hẹn về quyền lợi trong đó có BHYT,BHXH, các mức lương không đồng nhất với nhau"
68703106,7,negative,negative,neutral,neutral,positive,warning,"Phần tiêu đề công việc có sự gấp gáp, nội dung công việc không giống như tiêu đề công việc, mức lương không đồng nhất với nhau"
68848034,11,positive,negative,positive,not_mentioned,positive,clean,"thông tin cung cấp tương đối đầy đủ, tuy nhiên mô tả hơi ngắn gọn "
68823448,7,positive,negative,positive,not_mentioned,positive,warning,"Phần mô tả công việc quá ngắn gọn, không có thời gian làm việc và nội dung công việc cụ thể"
68848034,7,positive,negative,positive,neutral,negative,seeding,"Phần mô tả công việc quá ngắn gọn, không có thời gian làm việc, lương và yêu cầu cụ thể"
68806239,11,positive,negative,negative,neutral,positive,warning,"BHYT, BHXH là trách nhiệm của công ty theo quy định của pháp luật chứ không phải là quyền lợi của công ty cho người lao động. Tên và địa điểm làm việc không rõ ràng"
68806239,7,positive,negative,negative,neutral,negative,seeding,"Tên công ty không tồn tại, thông tin về mức lương không có sự đồng nhất với nhau, có hứa hẹn về quyền lợi trong đó có BHYT,BHXH"
68720279,7,negative,negative,not_mentioned,neutral,negative,warning,Không phải là tin tuyển dụng
68720279,11,negative,negative,not_mentioned,neutral,negative,warning,"Đây không phải là 1 tin tuyển dụng, mà là đơn xin nhận việc làm"
68880502,7,positive,positive,negative,neutral,negative,warning,"Tên công ty không hợp lệ, thông tin về loại hợp đồng làm việc bị sai"
68816111,7,positive,positive,positive,neutral,positive,clean,Thông tin mô tả công việc khá đầy đủ
68831777,7,negative,negative,negative,neutral,negative,warning,"Tiêu đề công việc gấp gáp, có nhiều hứa hẹn về quyền lợi, mức lương có sự khác nhau"
68880502,11,positive,positive,positive,neutral,positive,warning,"Thông tin tương đối đầy đủ. Tuy nhiên thời gian làm việc là 15h đến 24h là 8 tiếng, tương đương với một công việc toàn thời gian, nhưng bên dưới lại ghi bán thời gian. Với mức lương thử việc là 5 triệu là quá thấp."
68816111,11,positive,negative,positive,not_mentioned,positive,clean,Thông tin cung cấp tương đối đầy đủ và chính xác
68831777,11,negative,positive,negative,neutral,positive,seeding,"Thông tin cung cấp tương đối đầy đủ, tuy nhiên địa điểm làm việc không rõ ràng"
64679984,9,negative,negative,negative,positive,positive,warning,"Tiêu đề lan mang. Mô tả dài dòng về những quyền lợi bắt buộc của nhà nước, quá nhiều hứa hẹn như đi du lịch, thưởng. Tên công ty sơ sài, sai tên liên hệ (dùng số điện thoại). Tiền lương không match với mô tả."
68455421,9,positive,negative,negative,neutral,negative,warning,"Tiêu đề tìm nữ nhổ tóc bạc nhưng công việc lại là tạp vụ và giúp việc. 
Mô tả thiếu tiền lương + quyền lợi, thông tin sơ sài không match với tiêu đề tuyển dụng
Phần others yêu cầu làm toàn thời gian nhưng lại trả lương theo giờ."
68815340,9,positive,positive,negative,not_mentioned,positive,seeding,"Tiêu đề sai chính tả, mô tả sai chính tả, không chuyên nghiệp
Du lịch 1 năm 1 lần không phải là quyền lợi
Thông tin gần đầy đủ"
68764900,9,not_mentioned,positive,not_mentioned,neutral,negative,warning,"Thiếu thông tin về Job-type nhưng lại gội vào để ở title.
Không đề cập về quyền lợi+ lương ở phần body, không có tên công ty, địa chỉ không rõ ràng (công ty không tồn tại)"
64726806,9,negative,negative,negative,positive,negative,warning,"Title tuyển nhân viên trả lương ngày nhưng mô tả trả lương theo tuần cho tài xế và lơ xe, tittle không chuyên nghiệp.
Không có tên công ty, địa chỉ công ty sơ xài, không cụ thể. 
Mô tả công việc không tập trung hoàn toàn vào công việc mà có thêm số điện thoại, phần sđt có thể dưới phần contact."
68876505,9,positive,negative,positive,not_mentioned,negative,warning,"Chưa đề cập đến quyền lợi ở mô tả, mô tả sơ xài, sai chính tả, thiếu quyền lợi, lương nhân viên. 
Người đăng tải không xác định, tuyển dụng tại trung tâm anh ngữ nhưng công ty lại là ngọc anh."
64247494,9,negative,negative,not_mentioned,neutral,positive,warning,"tiêu đề chứa nhiều vị trí tuyển dụng nhưng lại để số lương của chỉ mỗi tài xế, contact name có chứa số điện thoại
ở mục tiêu đề là tuyển dụng tại Trà Vinh, nhưng mô tả lại nói thêm ở các tỉnh miền tây
các BHYT, BHXH, BHTN là điều bắt buộc theo pháp luật"
68793889,11,positive,positive,negative,neutral,positive,seeding,"thông tin tương đối đầy đủ, tuy nhiên BHYT là trách nhiệm của công ty theo quy định pháp luật chứ không phải quyền lợi công ty cho người lao động. Địa điểm làm việc không rõ ràng"
68872382,11,negative,positive,negative,neutral,positive,warning,"tiêu đề bao gồm tiền lương, cũng như tên và địa điểm công ty không cụ thể. BHYT, BHXH, BHTN là trách nhiệm của công ty theo quy định pháp luật chứ không phải là quyền lợi công ty cho người lao động"
68806928,11,positive,positive,positive,neutral,positive,clean,Thông tin được cung cấp tương đối đầy đủ
64300354,11,positive,positive,neutral,neutral,positive,seeding,"Thông tin tương đối đầy đủ, tuy nhiên BHYT, BHXH là trách nhiệm của công ty với người lao động chứ không phải người lao động được tham gia khi làm việc ở công ty"
68806239,6,positive,negative,negative,neutral,positive,seeding,Hứa hẹn về lương và phụ cấp. Benefit có BHYT/BHXH. Tên company là tên riêng. Đề cập đến nhiều khu vực làm việc nhưng không rõ ràng.
68720279,6,negative,negative,not_mentioned,neutral,negative,warning,Không phải là tin tuyển dụng 
68880502,6,positive,positive,positive,not_mentioned,negative,warning,Mức lương cho 9 tiếng / 1 ngày và 5 triệu / 1 tháng -> quy ra chỉ có khoảng 20.000VND/giờ -> vi phạm quyền lao động.
68816111,6,positive,negative,positive,neutral,positive,warning,"Body thiếu các thông tin về lương, yêu cầu chuyên môn. Không rõ ràng về hợp đồng."
68831777,6,negative,negative,negative,neutral,positive,warning,Tiêu đề gấp gáp. Mức lương không nhất quán. Hứa hẹn về lương. Không rõ ràng về công việc cần làm. Đề cập nhiều khu vực nhưng không rõ ràng.
68793889,6,positive,negative,negative,neutral,positive,seeding,Tên công ty không rõ ràng. Không nhất quán về lương. Lợi ích có BHYT và du lịch 
68872382,6,negative,negative,negative,neutral,positive,warning,Tiêu đề chứa tiền lương. Đề cập nhiều khu vực nhưng không rõ ràng. Công ty không tồn tại. Hình thức trả lương không nhất quán.
68806928,6,positive,positive,positive,neutral,negative,clean,"Thông tin đầy đủ, rõ ràng, nhất quán."
64300354,6,positive,negative,negative,neutral,positive,seeding,Các đặc quyền về quyền lợi còn chung chung. Tên công ty không được đề cập.
64174237,6,negative,negative,not_mentioned,neutral,positive,warning,"Tiêu đề chứa tiền lương, gấp gáp. Công ty không rõ ràng. Benefit có bảo hiểm."
68830610,6,positive,positive,neutral,not_mentioned,positive,clean,"Thông tin đầy đủ, rõ ràng. Có thể là cửa hàng tư nhân."
68810773,6,neutral,negative,negative,neutral,positive,seeding,"Thông tin đầy đủ rõ ràng, tuy nhiên quyền lợi không đúng với một công việc."
68860206,6,positive,positive,positive,not_mentioned,positive,clean,"Thông tin đầy đủ, rõ ràng."
64446175,6,negative,negative,positive,neutral,negative,warning,Tiêu đề có mức lương. Mức lương và hình thức trả lương không nhất quán. 
68815382,6,positive,positive,positive,neutral,positive,clean,"Thông tin đầy đủ, rõ ràng, nhất quán."
68159704,6,positive,negative,positive,neutral,positive,seeding,"Mô tả quá ngắn, mơ hồ. Benefit có BHYT."
64776325,6,positive,negative,positive,neutral,positive,seeding,"Quyền lợi có BHYT/BHXH, du lịch."
68100834,6,negative,negative,positive,neutral,negative,warning,Không nhất quán về mức lương và độ tuổi yêu cầu. Tiêu đề gấp gáp. Quyền lợi có nghỉ mát.
68892223,6,positive,negative,negative,neutral,positive,warning,Quyền lợi có BHYT/BHXH. Tên công ty không rõ ràng.
68475134,6,negative,negative,neutral,neutral,positive,warning,Tiêu đề có mức lương. Quyền lợi có BHYT/BHXH. Không nhất quán về hình thức trả lương.
68703106,6,negative,negative,neutral,neutral,positive,warning,Tiêu đề gấp gáp. Không rõ ràng tên công ty và địa chỉ làm việc. Không nhất quán về số lượng cần tuyển và hình thức trả lương. Quyền lợi có bảo hiểm.
68823448,6,positive,negative,positive,not_mentioned,positive,warning,Thiếu mô tả công việc. Thông tin sơ sài.
68848034,6,positive,negative,positive,not_mentioned,positive,seeding,"Mô tả sơ sài, có thể đây là công việc phổ thông nhưng tên công ty là xác thực. Quyền lợi dư thừa do đây là bắt buộc theo quy định của nhà nước."
68864847,6,positive,positive,neutral,not_mentioned,positive,clean,"Thông tin đầy đủ, rõ ràng."
68854589,6,positive,negative,positive,not_mentioned,positive,seeding,Quyền lợi có BHYT.
68878215,6,positive,positive,negative,neutral,positive,clean,Thông tin tương đối đủ.
68706240,6,negative,negative,not_mentioned,neutral,negative,warning,Không phải tin tuyển dụng.
68898123,6,positive,positive,positive,not_mentioned,positive,clean,"Thông tin rõ ràng, đầy đủ, nhất quán."
68013394,6,positive,positive,negative,neutral,positive,clean,"Thông tin đầy đủ, rõ ràng, nhất quán."
68857601,6,positive,negative,positive,not_mentioned,positive,seeding,Quyền lợi có BHXH.
68855018,9,positive,positive,positive,not_mentioned,positive,clean,"tiêu đề đồng nhất với lĩnh vực cần tuyển dụng.
mô tả chứa đầy đủ thông tin, nhưng có hứa hẹn, không quá nhiều nhưng đủ thông tin về quyền lợi.
mô tả công ty chứa thông tin đầy đủ, tên và sđt.
các mô tả khác có chứa tiền lương min/max, khá đầy đủ."
68862748,8,positive,positive,positive,neutral,positive,clean,"Thông tin công việc đầy đủ, rõ ràng, công ty tồn tại."
68169288,8,positive,positive,positive,neutral,positive,clean,"Thông tin đầy đủ, công ty được xác thực"
64679984,8,negative,negative,negative,not_mentioned,positive,warning,"Tiêu đề công việc ""hối thúc"", thông tin công việc không đầy đủ, quá nhiều hứa hẹn"
68855018,8,positive,positive,positive,not_mentioned,positive,clean,Thông tin công việc tương đối đầy đủ
68455421,8,negative,negative,negative,neutral,negative,warning,"mô tả công việc ngắn gọn, không đầy đủ; không đề cập lương"
68815340,8,positive,positive,negative,not_mentioned,not_mentioned,seeding,"Thông tin công việc gần như đầy đủ tuy nhiên phần quyền lợi ""du lịch 1 năm 1 lần"", đây không phải là quyền lợi"
68764900,8,not_mentioned,neutral,not_mentioned,not_mentioned,negative,warning,"thiếu nhiều thông tin quan trọng như ngành nghề, tên công ty, lương, hợp đồng ..."
64726806,8,negative,positive,not_mentioned,not_mentioned,positive,warning,"tuyển dụng gấp gáp, hối thúc; nhiều từ sai chính tả"
68876505,8,positive,positive,positive,not_mentioned,negative,warning,không đề cập lương
68865863,9,positive,positive,positive,not_mentioned,negative,warning,"-Nhân viên thị trường: tên tiêu đề và lĩnh vực không liên quan, không rõ ràng.
-Mô tả công việc không minh bạc, công việc cụ thể phải chứa quyền lợi của nhân viên.
-Mô tả thêm max lương không trùng khớp với tiền lương trong mô tả ( trong others 12tr nhưng mô tả lương 15tr )
-Kết luận, thông tin tương đối đầy đủ, tuy nhiên 2 mục mô tả lại không đồng điệu với nhau
"
64247494,8,negative,negative,not_mentioned,neutral,positive,warning,"tiêu đề chứa lương, được hưởng bảo hiểm nhưng không đề cập theo nhà nước"
68865863,8,positive,negative,positive,not_mentioned,positive,warning,"lương không nhất quán, ngành nghề không cụ thể"
68882787,8,positive,positive,positive,not_mentioned,positive,clean,thông tin công việc đầy đủ.
68274290,8,negative,negative,positive,neutral,positive,warning,thông tin công việc tương đối đầy đủ tuy nhiên lương không nhất quán
68834280,8,positive,negative,positive,not_mentioned,positive,seeding,Thông tin tưởng đối đầy đủ tuy nhiên các thông tin về quyền lợi như BHYT BHXH không cần thiết đề cập vì đây là bắt buộc và có nhiều sự hứa hẹn
68892297,8,positive,negative,positive,not_mentioned,positive,clean,Thông tin công việc khá đầy đủ
68882787,9,positive,positive,positive,not_mentioned,positive,clean,"+Tiêu đề rõ ràng, lĩnh vực đúng với tiêu đề.
+Thông tin gần như đầy đủ"
68848703,8,positive,positive,positive,not_mentioned,positive,clean,tiêu đề công việc chưa cụ thể tuy nhiên ở phần mô tả đã nêu chi tiết công việc và đầy đủ thông tin
68475134,8,negative,negative,neutral,neutral,positive,warning,"tiêu đề chứa lương và lương không nhất quán, không nếu tên công ty cụ thể "
68703106,8,negative,negative,neutral,neutral,positive,warning,"Lương không nhất quán, có quyền lợi về BHYT, BHXH nhưng không đề cập theo quy định nhà nước, không nêu tên công ty"
68274290,9,negative,negative,positive,neutral,positive,warning,"-Phần mô tả có thể định dạng lại để nhìn chuyên nghiệp hơn, tổng thể chi tiết đầy đủ thông tin và quyền lợi khi làm việc.
-Tiêu đề hối thúc đi làm ngay"
68834280,9,positive,negative,positive,not_mentioned,positive,seeding,"+Thông tin công việc đầy đủ, công ty tồn tại và đã xác thực
+Mô tả không rõ ràng về các quyền lợi, thưởng, vdu: thưởng nóng là bao nhiêu %, chưa rõ ràng và minh bạch.
+Sử dụng các icon không đồng nhất, không nêu được nổi bật mà còn gây khó nhìn và thiếu chuyên nghiệp cho người ứng tuyển."
68793889,7,positive,negative,negative,neutral,negative,seeding,"Phần mô tả công việc có nhiều hứa hẹn trong đó có BHYT, mức lương không có sự đồng nhất"
68823448,8,positive,negative,positive,not_mentioned,positive,warning,Thông tin tương đối đầy đủ tuy nhiên về hợp đồng làm theo ca nhưng không nêu rõ lương theo ca là bao nhiêu
68892297,9,positive,positive,positive,not_mentioned,positive,clean,+Thông tin tương đối đầy đủ
68872382,7,negative,negative,negative,neutral,positive,warning,"Phần tiêu đề công việc có chứa tiền lương, phần mô tả có nhiều hứa hẹn trong đó có hứa hẹn về BHYT, BHXH, thông tin về mức lương không đồng nhất giữa mô tả với hợp đồng"
68848703,9,positive,positive,positive,not_mentioned,positive,clean,"+Tiêu đề và lĩnh vực rõ ràng, mô tả rõ ràng, đầy đủ.
"
68848034,8,positive,negative,positive,not_mentioned,positive,seeding,Thông tin về công việc ngắn gọn nhưng khá đầy đủ thông tin về việc làm. Phần phụ cấp: BHXH-BHYT nhưng không theo quy định nhà nước
68806928,7,positive,negative,positive,neutral,positive,seeding,"Có hứa hẹn về quyền lợi BHXH, mức lương trong phần mô tả và phần other không giống nhau"
64300354,7,positive,negative,negative,neutral,positive,seeding,"Phần mô tả nhiều hứa hẹn trong đó có quyền lợi về BHYT, BHXH, thông tin mức lương trong body và other khác nhau"
68806239,8,positive,negative,negative,neutral,positive,seeding,Tiêu đề công việc và ngành nghề không cụ thể. Lương ở phần mô tả không nhất quán. Ở phần mô tả có thể làm việc theo ca nhưng ở hợp đồng chỉ có làm việc toàn thời gian. Và khá nhiều câu hứa hẹn
68475134,9,negative,negative,neutral,neutral,positive,warning,"+Tiêu đề để tiền lương giật tít so với các vị trí ứng tuyển, 18tr là tiền lương của tài xế.
+Công ty tên không rõ ràng, không có thông tin xác thực.
+Trong phần vị trị làm việc nêu quyền lợi về BHYT, BHXH, BHTN. Đây là điều hiển nhiên phải có và bắt buộc theo pháp luật, nên thông tin này là dư thừa.
"
64174237,7,negative,negative,not_mentioned,neutral,positive,warning,"Phần mô tả có quá nhiều hứa hẹn, có yêu cầu giữ giấy tờ CMND. Mức lương trong phần body và other khác nhau"
68720279,8,negative,not_mentioned,not_mentioned,neutral,negative,warning,đây không phải là tin tuyển dụng
68880502,8,positive,positive,positive,not_mentioned,positive,warning,"title và ngành nghề không liên quan, thông tin về công việc tương đối đủ cho nghề phục vụ."
68830610,7,positive,positive,positive,not_mentioned,positive,clean,"Thông tin mô tả công việc khá đầy đủ, có thể là cửa hàng tư nhân"
68816111,8,positive,positive,positive,not_mentioned,positive,clean,thông tin công việc đầy đủ.
68810773,7,neutral,positive,negative,neutral,positive,seeding,Tên công ty không tồn tại
68831777,8,negative,negative,neutral,neutral,positive,warning,"Lương chưa nhất quán, nhiều câu hứa hẹn, không nêu tên công ty "
68860206,7,positive,positive,positive,not_mentioned,positive,clean,Phần mô tả công việc khá đầy đủ
68703106,9,negative,negative,neutral,neutral,positive,warning,"+Tittle tuyển gấp
+Phần mô tả chứa thông tin được BHYT BHXN và BHTN, những đặc quyền thuộc luật lao động buộc phải có.
+Tên công ty không minh bạc rõ ràng, không thể xác định công ty làm việc
+Địa chỉ không rõ ràng"
68864847,7,positive,positive,neutral,not_mentioned,positive,clean,Phần mô tả công việc khá đầy đủ
68823448,9,positive,negative,positive,not_mentioned,positive,warning,"
+Mô tả sơ sài, không thể hiểu công việc làm, ứng tuyển qua Zalo, không chuyên nghiệp, quyền lợi không rõ ràng, minh bạch.
+Công ty khó xác định"
68793889,8,positive,negative,neutral,neutral,positive,seeding,"Thông tin tuyển dụng tương đối đầy đủ tuy nhiên công ty không nêu tên, lương không nhất quán và ở phần mô tả có thể làm theo ca nhưng hợp đồng là toàn thời gian"
68854589,7,positive,negative,positive,not_mentioned,positive,seeding,"Thông tin mô tả công việc đầy đủ, tiêu đề công việc hợp lý, tên công ty hợp lệ. Có hứa hẹn về bảo hiểm"
68872382,8,negative,negative,negative,neutral,positive,warning,"tiêu đề công việc chứa tiền lương không nhất quán đối với thông tin bên dưới, thông tin công ty không tồn tại"
68848034,9,positive,negative,positive,not_mentioned,positive,seeding,"+Tiêu đề và lĩnh vực match với nhau
+Mô tả có miêu tả công việc rõ ràng, nhưng quyền lợi của công nhân có chứa BH là những gì ng ứng tuyển phải được hưởng khi tham gia lao động
+Công ty rõ ràng"
68878215,7,positive,positive,negative,neutral,positive,seeding,Tên công ty không tồn tại
68806928,8,positive,negative,positive,neutral,positive,seeding,Ở phần mô tả có thể làm việc theo ca nhưng ở dưới hợp đồng thì làm toàn thời gian
68706240,7,negative,negative,not_mentioned,neutral,negative,warning,Không phải là tin tuyển dụng
64300354,8,neutral,negative,negative,neutral,positive,warning,"Tiền lương được mô tả không nhất quán, không tồn tại thông tin công ty"
68898123,7,positive,positive,positive,not_mentioned,positive,clean,"Thông tin mô tả đầy đủ, tên công ty hợp lệ"
68013394,7,positive,positive,positive,neutral,positive,clean,Thông tin khá đầy đủ
64174237,8,negative,negative,not_mentioned,neutral,positive,warning,"Tiêu đề chứa tiền lương và không nhất quán với thông tin bên dưới, title chỉ tuyển nhân viên xếp kho nhưng ở phần mô tả lại có thêm tài xế, giao hàng ,.. Thông tin công ty không tồn tại "
68806239,9,positive,negative,negative,neutral,positive,seeding,"+Tiêu đề rõ ràng, phù hợp với lĩnh vực tuyển dụng
+Mô tả công việc minh bạch, đầy đủ tuy nhiên, mục quyền lợi có BH là những quyền cơ bản theo pháp luật.
+Tên công ty không rõ, không có thông tin về công ty
+Thông tin được cung cấp đủ "
68857601,7,positive,negative,positive,not_mentioned,positive,seeding,"Phần mô tả công việc mơ hồ, không có giờ làm và mức lương cụ thể"
68830610,8,positive,positive,positive,not_mentioned,positive,clean,Thông tin đầy đủ với công việc bán hàng online và những thông tin này khá hợp lý
68720279,9,negative,negative,negative,negative,negative,warning,+Không phải tin tuyển dụng
68810773,8,negative,negative,neutral,neutral,positive,seeding,"tiêu đề và ngành nghề không phù hợp, tuyển dụng gấp gáp"
68880502,9,positive,positive,positive,not_mentioned,positive,warning,"+Tiêu đề và lĩnh vực matching.
+Mô tả sơ sài, ngắn gọn, không đủ chi tiết phục vụ sẽ thực hiện những yêu cầu gì.
+Tên công ty không có thật
+Mức lương cho công việc tương đối thấp so với mặt bằng chung"
68883653,7,positive,positive,positive,neutral,positive,clean,"Thông tin mô tả công việc đầy đủ, tên công ty hợp lệ, thông tin other đầy đủ"
